,plate,mjd,fiberid,class,subclass,z,h_alpha_flux,h_beta_flux,oiii_5007_flux,nii_6584_flux,oi_6300_flux,sii_6717_flux,sii_6731_flux,h_alpha_eqw,nii_6584_eqw
2464,291,51928,255,b'GALAXY',b'STARBURST',0.01129932,1017.753,340.7311,833.7869,98.15707,15.69403,125.8432,91.79736,-79.13677,-8.066542
2465,291,51928,272,b'GALAXY',b'STARFORMING',0.06402466,123.5424,38.53308,54.88772,14.4753,7.053618,25.83095,16.73214,-21.88415,-2.337513
2466,291,51928,347,b'GALAXY',b'STARFORMING',0.07963566,381.8693,90.99994,28.55826,122.658,8.555087,74.94552,54.00322,-36.62402,-11.64412
2467,291,51928,578,b'GALAXY',b'STARFORMING',0.06419344,158.2371,46.90054,45.637,33.57928,8.792234,34.82075,22.92739,-28.69483,-5.949936
2468,291,51928,602,b'GALAXY',b'STARBURST',0.1064396,415.6985,121.2105,109.7849,104.2823,12.96503,66.84203,48.0518,-90.05839,-25.38373
2469,292,51609,60,b'GALAXY',b'STARBURST',0.08232437,515.768,112.2534,31.16245,240.047,11.99714,82.20634,68.89896,-43.26606,-20.07623
2470,292,51609,70,b'GALAXY',b'STARFORMING',0.04846285,515.4605,152.8747,98.1427,152.475,18.14182,115.0563,79.32394,-38.73092,-11.00663
2471,293,51994,46,b'GALAXY',b'STARFORMING',0.08848532,235.6821,68.3709,32.68909,68.44826,8.966381,49.43765,36.19334,-32.14578,-9.059229
2472,293,51994,404,b'GALAXY',b'STARBURST',0.09842308,1027.015,226.4681,55.21225,462.4332,26.20112,141.7227,104.1113,-57.29425,-26.38235
2473,294,51986,61,b'GALAXY',b'STARFORMING',0.1777052,329.6868,71.12,39.31997,188.5151,20.13106,77.18917,53.63345,-16.86981,-9.366274
2474,294,51986,398,b'GALAXY',b'STARFORMING',0.08412781,548.1389,116.9866,33.73964,209.0562,17.31075,94.99986,68.37803,-43.27641,-16.68093
2475,294,51986,507,b'GALAXY',b'STARFORMING',0.09656057,403.7018,82.90248,57.06279,247.0105,19.03496,70.88771,58.47806,-24.82066,-15.21561
2476,295,51985,17,b'GALAXY',b'STARBURST',0.08791302,809.7681,173.8004,45.5256,286.9511,20.3277,136.0968,105.5786,-72.27248,-25.72475
2477,296,51984,72,b'GALAXY',b'STARFORMING',0.07460012,282.6546,73.47241,32.709,91.17952,15.07494,55.92496,38.17247,-28.34124,-8.868404
2478,296,51984,317,b'GALAXY',b'STARFORMING',0.1102697,710.0667,171.2558,39.6163,342.9628,27.21959,146.9995,113.6615,-30.89192,-14.85575
2479,297,51959,184,b'GALAXY',b'STARBURST',0.07662496,335.4551,74.13111,47.00646,87.93458,11.177,74.86182,45.65482,-45.69257,-12.16325
2480,297,51959,613,b'GALAXY',b'STARFORMING',0.1113378,142.0056,33.94667,44.85281,86.48626,24.3361,67.54669,52.96258,-9.955922,-5.584161
2481,298,51955,74,b'GALAXY',b'AGN',0.1721232,472.2885,100.457,310.9149,297.8707,27.34496,113.0835,69.72645,-47.39281,-28.95878
2482,298,51955,157,b'GALAXY',b'STARFORMING',0.07758976,255.2378,58.78364,12.62239,96.91941,8.02637,51.39763,34.10553,-27.7866,-10.63935
2483,298,51955,423,b'GALAXY',b'STARBURST',0.07498784,890.6376,246.4977,502.6963,193.8683,23.94381,127.6803,89.10019,-77.32497,-17.31578
2484,299,51671,491,b'GALAXY',b'STARBURST',0.124436,669.5071,156.3101,59.55984,226.3931,18.63356,120.5563,84.55495,-58.75298,-19.7497
2485,300,51666,18,b'GALAXY',b'AGN',0.1411581,185.5415,51.74336,509.4282,193.0082,27.05166,49.91501,45.05955,-16.10089,-16.871
2486,300,51666,41,b'GALAXY',b'STARBURST',0.09329712,340.9356,93.04037,56.40101,97.85425,14.61119,79.76019,52.64753,-44.59995,-12.61466
2487,300,51943,67,b'GALAXY',b'STARBURST',0.1258695,666.0063,148.1948,76.81181,255.0349,24.01842,109.2152,83.61117,-56.01749,-21.52685
2488,300,51666,72,b'GALAXY',b'STARFORMING',0.1263086,382.9559,79.11405,21.89945,141.1092,10.28113,67.6808,46.08021,-32.02303,-11.62886
2489,300,51943,299,b'GALAXY',b'STARBURST',0.08813617,506.4019,105.8424,30.77052,180.5664,16.20862,80.87855,57.02797,-44.39991,-15.79776
2490,301,51641,95,b'GALAXY',b'STARBURST',0.02435776,1968.707,593.9408,2761.196,79.31046,15.6273,103.8865,75.84933,-350.4122,-13.79673
2491,301,51942,104,b'GALAXY',b'STARFORMING',0.01155612,309.5517,113.7174,182.6989,47.46363,7.747031,52.65564,39.45543,-35.42184,-5.073018
2492,301,51942,380,b'GALAXY',b'STARBURST',0.0237703,670.2552,233.1971,566.8299,72.22472,17.72513,104.2619,65.71191,-42.79385,-4.569995
2493,301,51641,493,b'GALAXY',b'STARFORMING',0.03281063,116.7155,27.57356,23.72402,21.87391,8.583502,32.41666,18.26757,-15.23784,-2.399261
2494,302,51688,14,b'GALAXY',b'STARFORMING',0.05402668,484.7155,110.4095,72.95705,372.1816,30.69762,130.0229,100.6377,-10.38152,-7.995307
2495,302,51688,290,b'GALAXY',b'STARFORMING',0.07827859,593.6788,131.7591,19.94722,235.3068,15.05726,91.41142,66.52893,-36.49847,-14.19036
2496,302,51688,371,b'GALAXY',b'STARBURST',0.06956124,479.2994,137.491,233.0069,76.2384,20.20594,95.77202,68.52521,-67.08688,-11.02143
2497,303,51615,28,b'GALAXY',b'STARBURST',0.05036044,780.7725,257.1015,808.0936,71.67784,19.85966,95.4966,70.0016,-126.3607,-12.61942
2498,303,51615,519,b'GALAXY',b'STARFORMING',0.1340321,191.3067,47.02419,22.6734,80.06003,11.72517,38.12064,30.06513,-21.64058,-9.510069
2499,303,51615,520,b'GALAXY',b'STARBURST',0.1232416,418.7105,91.18868,63.68297,162.0329,13.99922,69.19725,46.89055,-42.9907,-16.32439
2500,303,51615,587,b'GALAXY',b'STARBURST',0.05299084,929.5563,243.5305,197.3963,248.229,19.32721,149.9837,108.0188,-61.40107,-16.47929
2501,304,51957,152,b'GALAXY',b'',0.1017013,261.1158,50.79548,29.60312,148.0532,23.1286,64.38982,47.84123,-12.6147,-7.211305
2502,304,51609,411,b'GALAXY',b'STARFORMING',0.03622841,222.0639,34.00607,12.42768,89.1628,10.79793,52.02687,39.22805,-15.87013,-6.302235
2503,304,51957,485,b'GALAXY',b'STARFORMING',0.05222135,224.2714,58.62194,51.21743,51.80681,9.081307,58.59198,36.72096,-25.86451,-5.578779
2504,304,51609,552,b'GALAXY',b'STARFORMING',0.1265156,171.3318,35.04681,39.23099,85.67296,13.77215,37.06655,30.19091,-16.11739,-7.899132
2505,305,51613,98,b'GALAXY',b'STARBURST',0.1842488,491.3723,96.30312,38.43668,200.9437,12.36467,77.96017,58.63087,-62.5553,-25.51146
2506,306,51637,94,b'GALAXY',b'STARBURST',0.01377825,406.0192,131.0554,151.4878,61.51193,10.23696,75.54179,51.29863,-50.48402,-7.398238
2507,306,51690,123,b'GALAXY',b'STARBURST',0.116256,314.877,94.02621,184.5913,42.59733,12.54523,54.62274,36.25597,-63.22395,-10.35966
2508,306,51637,507,b'GALAXY',b'STARBURST',0.005380706,175.9376,42.70803,52.14898,31.11008,5.231733,38.46713,26.74532,-56.42213,-10.23292
2509,306,51690,522,b'GALAXY',b'STARFORMING',0.06855398,303.9994,94.57895,135.5725,48.49118,10.10261,56.26587,39.34596,-39.28614,-6.332294
2510,306,51637,591,b'GALAXY',b'STARBURST',0.03455789,3989.438,864.7492,264.1536,1872.252,84.00715,584.8912,487.1928,-74.10535,-35.45891
2511,307,51663,499,b'GALAXY',b'AGN',0.1502553,123.2468,34.08261,148.877,84.58936,29.24039,36.83207,31.85421,-10.25935,-6.9274
2512,307,51663,509,b'GALAXY',b'STARFORMING',0.08232479,320.5814,73.06805,24.09114,168.6447,9.645195,53.83751,43.51673,-37.38778,-19.47448
2513,307,51663,578,b'GALAXY',b'STARFORMING',0.08242791,308.2466,67.69753,31.46943,108.1946,12.0468,54.6724,34.40374,-20.63183,-7.350142
2514,308,51662,425,b'GALAXY',b'STARFORMING',0.03368096,344.2736,70.64719,23.95185,155.9567,18.30722,58.9951,40.73894,-11.80597,-5.479604
2515,308,51662,600,b'GALAXY',b'STARFORMING',0.02912949,306.6842,86.57603,73.61686,72.19691,9.527524,82.24224,54.84527,-32.80982,-7.545902
2516,309,51994,77,b'GALAXY',b'STARBURST',0.06752919,1676.61,403.8773,235.1046,812.6848,32.13693,201.8673,189.4209,-77.30503,-36.51921
2517,309,51994,275,b'GALAXY',b'STARFORMING',0.04244369,257.948,53.00006,34.16604,68.79784,10.50401,59.80317,38.65128,-32.63562,-8.396924
2518,309,51994,461,b'GALAXY',b'STARBURST',0.1323623,1094.915,268.9798,149.273,429.1308,32.71924,151.6759,134.9764,-76.41758,-29.75097
2519,309,51994,574,b'GALAXY',b'STARFORMING',0.04349883,117.6278,32.54573,23.27493,24.10378,6.262527,29.9099,21.3327,-20.59592,-4.777195
2520,309,51994,611,b'GALAXY',b'STARFORMING',0.04249464,245.2877,76.23361,48.89271,72.61472,8.883067,62.98731,40.30533,-28.9085,-8.53756
2521,292,51609,615,b'GALAXY',b'STARFORMING',0.08134592,667.8691,147.8245,31.00768,228.0339,13.03271,92.9813,67.58142,-32.52341,-11.18045
2522,293,51994,165,b'GALAXY',b'STARFORMING',0.02255684,285.1631,87.69323,187.1869,60.1768,18.37387,55.40685,49.92784,-5.649717,-1.26062
2523,293,51994,583,b'GALAXY',b'STARBURST',0.08081023,496.6831,129.9369,36.39954,165.796,7.837061,79.40388,60.38635,-41.38271,-13.69783
2524,293,51994,635,b'GALAXY',b'STARBURST',0.02091402,1408.187,441.6814,1796.165,65.74805,22.39395,116.8906,85.14303,-246.042,-12.08291
2525,294,51986,580,b'GALAXY',b'STARBURST',0.0989512,481.7201,99.82181,67.52312,228.1478,40.35979,120.5737,92.31287,-42.55283,-23.15774
2526,295,51985,107,b'GALAXY',b'STARBURST',0.04076417,614.7438,161.8047,142.4727,154.7082,26.76302,139.0382,94.81292,-52.78206,-13.36867
2527,296,51665,309,b'GALAXY',b'AGN',0.03346478,387.4407,46.49402,30.78384,316.3538,30.39841,71.80504,73.66554,-21.55518,-16.72348
2528,296,51665,414,b'GALAXY',b'STARBURST',0.08198404,295.7703,87.04235,99.60573,60.27409,12.00703,68.73617,47.40625,-48.16341,-9.788976
2529,296,51984,508,b'GALAXY',b'',0.110509,117.9421,21.64192,14.58693,81.05708,10.88228,21.81691,16.61408,-11.58458,-7.791158
2530,296,51984,514,b'GALAXY',b'STARFORMING',0.1090443,910.4739,163.8818,285.9638,532.6666,44.72825,114.973,87.61124,-21.34901,-12.51113
2531,296,51984,552,b'GALAXY',b'AGN',0.1903699,132.4965,29.29132,152.4932,110.1085,13.88497,29.15351,36.35436,-16.46199,-14.23038
2532,298,51955,370,b'GALAXY',b'STARFORMING',0.1358507,272.9222,55.66232,82.16799,96.15027,9.588659,48.6366,28.68106,-20.31661,-7.664908
2533,299,51671,69,b'GALAXY',b'STARBURST',0.02538639,549.0474,177.0885,405.2301,61.48531,15.5074,94.56802,71.85671,-47.83549,-5.579825
2534,299,51671,127,b'GALAXY',b'AGN',0.1789386,132.2511,30.93161,125.6621,117.4149,13.44048,46.40951,35.36903,-12.74045,-11.56437
2535,299,51671,589,b'GALAXY',b'AGN',0.08765144,153.9693,33.04257,119.9064,171.6962,31.4687,71.65535,69.94595,-8.921703,-9.32748
2536,300,51666,73,b'GALAXY',b'AGN',0.1243586,206.4922,49.66141,169.8808,236.7444,24.72389,28.72322,36.4977,-8.215535,-8.49338
2537,300,51943,411,b'GALAXY',b'STARFORMING',0.06576817,278.5247,66.73118,18.19366,93.2548,8.177497,45.80609,31.67172,-22.93854,-7.604629
2538,300,51666,550,b'GALAXY',b'STARBURST',0.1708512,539.4454,112.251,47.91334,197.2949,19.72482,89.0419,65.39041,-50.01683,-20.50636
2539,301,51641,28,b'GALAXY',b'STARFORMING',0.02467253,2426.553,519.8177,88.39303,977.6908,41.18258,312.1269,246.0402,-34.23473,-13.92173
2540,301,51942,370,b'GALAXY',b'STARBURST',0.08657026,3274.565,618.525,217.4169,1314.148,67.58965,486.2529,388.942,-91.50994,-36.92926
2541,301,51641,511,b'GALAXY',b'STARBURST',0.03376842,665.3778,204.643,374.2132,88.00016,26.2014,120.7295,86.3185,-41.79931,-5.509192
2542,302,51688,351,b'GALAXY',b'STARBURST',0.08203767,794.4706,215.3402,119.7134,222.3708,20.57615,147.8958,99.51489,-75.3267,-21.13145
2543,303,51615,310,b'GALAXY',b'STARBURST',0.09618083,586.9685,179.888,422.7993,70.60192,15.0485,82.53609,63.21032,-111.731,-13.98538
2544,303,51615,571,b'GALAXY',b'STARBURST',0.05037266,523.8876,157.3905,127.9544,132.1831,17.43836,118.6123,86.05883,-45.36113,-11.26686
2545,304,51957,304,b'GALAXY',b'STARFORMING',0.03869207,141.4257,31.44036,16.28919,40.06946,9.911335,40.99927,28.5253,-15.14189,-4.822441
2546,304,51957,414,b'GALAXY',b'STARBURST',0.008149877,874.43,311.6082,921.3359,59.78183,17.82915,109.226,75.52108,-76.867,-5.302047
2547,304,51609,586,b'GALAXY',b'STARBURST',0.07728294,574.1909,117.0391,44.79961,197.1793,20.02544,112.4473,82.86412,-43.18362,-15.09671
2548,306,51690,97,b'GALAXY',b'STARFORMING',0.05555748,225.4411,55.08455,53.89493,61.70234,10.13775,53.9389,38.50947,-21.3885,-6.535666
2549,306,51690,144,b'GALAXY',b'STARFORMING',0.1226162,342.5281,44.30147,20.07372,175.5837,19.50735,57.75546,44.8769,-29.9902,-15.04703
2550,306,51690,291,b'GALAXY',b'STARFORMING',0.1370832,288.881,72.16897,26.32824,89.42984,11.56526,48.49442,36.61189,-33.15131,-10.22894
2551,306,51637,325,b'GALAXY',b'STARFORMING',0.02566936,1028.535,249.7917,95.99457,449.3773,41.98228,186.395,137.9816,-21.32101,-9.230989
2552,306,51690,343,b'GALAXY',b'STARBURST',0.05699882,246.1115,80.46475,84.22561,50.89919,8.613265,55.22941,40.01768,-44.13548,-9.606456
2553,308,51662,175,b'GALAXY',b'STARBURST',0.04275023,803.3716,263.277,720.1743,85.98828,15.63393,91.71981,70.5377,-140.9074,-15.52548
2554,308,51662,514,b'GALAXY',b'',0.1467435,310.4053,88.73531,45.50806,89.93847,12.40605,60.29496,45.02332,-43.83231,-13.02507
2555,309,51994,155,b'GALAXY',b'STARFORMING',0.08766578,243.0418,61.70386,32.54647,68.44164,11.39045,50.47054,33.76806,-31.22888,-8.616833
2556,309,51994,370,b'GALAXY',b'STARFORMING',0.04336261,324.8179,58.45648,35.59285,161.0851,13.49172,82.30853,57.10794,-10.7234,-5.323962
2557,309,51666,376,b'GALAXY',b'STARFORMING',0.04335296,321.3129,67.88832,31.43698,151.8827,16.67469,83.74557,53.68447,-10.90819,-5.14114
2558,309,51666,393,b'GALAXY',b'STARBURST',0.02792963,350.0588,108.2817,163.6007,52.07873,17.22992,89.02214,61.43635,-42.5513,-6.149998
2559,309,51994,576,b'GALAXY',b'STARBURST',0.140702,755.4397,156.5684,69.69852,319.8669,25.14707,140.0907,105.7777,-72.90398,-30.1802
2560,311,51665,73,b'GALAXY',b'AGN',0.1393467,291.5826,67.92634,373.7828,321.5663,28.15658,74.79852,79.01495,-19.66892,-19.18294
2561,311,51665,352,b'GALAXY',b'STARBURST',0.005289246,2848.288,895.9043,3728.985,79.23794,33.81916,190.8969,134.9187,-199.9854,-6.114242
2562,311,51665,519,b'GALAXY',b'AGN',0.117409,136.2882,32.81236,87.29667,146.3293,27.26699,86.07413,69.59988,-10.06072,-9.763482
2563,312,51689,480,b'GALAXY',b'STARFORMING',0.0373337,1136.571,145.6061,31.92553,734.8992,34.32348,166.0967,155.783,-41.56036,-26.46122
2564,313,51673,43,b'GALAXY',b'STARBURST',0.05972913,301.219,90.54793,53.30278,69.54321,9.017663,62.43277,45.21488,-37.56112,-9.2169
2565,313,51673,509,b'GALAXY',b'STARFORMING',0.1252854,205.4434,48.40638,35.08209,87.12366,11.80123,50.12687,36.53479,-17.97801,-7.136425
2566,314,51641,34,b'GALAXY',b'STARFORMING',0.03820279,450.4333,121.3906,69.92105,120.6179,14.31823,99.71187,66.40327,-42.04933,-11.309
2567,315,51663,141,b'GALAXY',b'STARBURST',0.09549612,669.156,137.9207,62.23631,290.7497,15.80734,122.7751,85.53737,-44.84028,-19.82724
2568,315,51663,290,b'QSO',b'AGN',0.1515188,229.2143,46.38169,458.5116,128.4835,23.0102,61.36829,66.18163,-23.21273,-14.82564
2569,315,51663,364,b'GALAXY',b'STARFORMING',0.09170473,289.6559,49.47975,17.4133,128.0311,11.48328,50.04287,36.62418,-19.36678,-8.259912
2570,327,52294,464,b'GALAXY',b'',0.1151187,147.1034,32.65931,16.08677,55.73959,9.338611,26.52753,18.95374,-12.83984,-4.644147
2571,328,52282,90,b'GALAXY',b'STARBURST',0.1413641,694.0381,113.2362,62.72406,318.6643,24.29883,108.6957,88.63857,-51.38053,-24.58349
2572,328,52282,179,b'QSO',b'AGN BROADLINE',0.1245297,1062.143,198.0861,1476.772,1060.01,95.62408,206.6026,212.885,-60.40804,-53.47703
2573,328,52282,481,b'GALAXY',b'',0.0479597,62.30732,24.02429,22.18153,73.9246,13.0543,38.0382,18.52659,-2.047599,-2.418258
2574,329,52056,125,b'GALAXY',b'STARFORMING',0.2130421,295.8063,55.69826,31.70428,200.7937,28.21583,78.33789,69.26303,-28.14988,-17.56753
2575,330,52370,514,b'GALAXY',b'STARFORMING',0.08131683,177.5636,38.13248,22.75459,52.64416,9.746569,38.08731,32.32241,-22.91314,-6.447097
2576,331,52368,135,b'GALAXY',b'STARBURST',0.10797,303.6046,71.008,37.37576,83.94621,12.85283,61.88125,44.04454,-50.26151,-10.17011
2577,332,52367,103,b'GALAXY',b'STARFORMING',0.0176709,395.999,125.9992,161.8157,77.53953,14.49642,91.16987,62.298,-25.17096,-5.185866
2578,332,52367,617,b'GALAXY',b'STARFORMING',0.06866016,152.7895,46.11992,30.72706,36.64611,8.176036,32.4361,24.32062,-18.67126,-4.160648
2579,334,51993,240,b'GALAXY',b'BROADLINE',0.02497949,213.7355,99.52958,163.7635,170.5948,54.05523,117.6762,67.31451,-1.737319,-1.472373
2580,334,51993,305,b'GALAXY',b'AGN',0.09385329,119.1597,44.88091,59.45721,156.2177,33.91947,88.16014,61.98062,-4.566512,-5.617318
2581,335,52000,198,b'GALAXY',b'STARBURST',0.007896023,1476.273,415.5349,1835.297,62.39361,17.84009,94.77738,71.1486,-202.1806,-9.227237
2582,266,51630,105,b'GALAXY',b'STARFORMING',0.006036635,288.7176,97.55373,135.8967,43.89219,12.09055,72.70258,51.44818,-24.85231,-3.922247
2583,266,51630,485,b'GALAXY',b'STARFORMING',0.03735736,459.367,94.31874,87.5701,131.3241,18.81296,94.15914,69.78603,-45.31701,-13.29784
2584,266,51630,512,b'GALAXY',b'STARFORMING',0.04892132,507.958,128.0497,45.90336,182.7587,14.8085,87.46271,59.78167,-32.66265,-11.81188
2585,267,51608,142,b'GALAXY',b'STARFORMING',0.0475889,158.4125,42.71885,43.8336,27.02734,7.311999,38.69923,25.98217,-26.8512,-4.494356
2586,267,51608,380,b'GALAXY',b'STARBURST',0.07320447,362.7931,91.86626,26.23361,107.428,9.459265,68.89413,46.1403,-40.33546,-11.71039
2587,267,51608,544,b'GALAXY',b'STARBURST',0.03512238,578.2524,136.3546,208.4404,119.8987,28.96609,133.4837,100.1278,-56.45022,-11.48398
2588,267,51608,586,b'GALAXY',b'STARBURST',0.03461061,405.3625,133.0558,354.7021,22.61897,13.16151,54.17371,40.1369,-71.24675,-4.142084
2589,267,51608,608,b'GALAXY',b'STARBURST',0.1247545,248.6414,61.9308,21.10355,76.84927,8.572653,46.81481,31.4968,-42.47035,-13.02067
2590,268,51633,188,b'GALAXY',b'STARFORMING',0.06236521,245.2484,71.41164,51.98675,73.50429,8.379394,50.8851,35.51279,-18.92269,-5.403481
2591,269,51910,12,b'GALAXY',b'STARBURST',0.0955369,512.6663,116.3495,33.1859,231.0068,21.23566,96.74046,78.84457,-42.49186,-18.86721
2592,271,51883,4,b'GALAXY',b'AGN',0.1266051,705.0918,148.168,327.4382,590.5287,25.48971,105.8046,89.00513,-32.82096,-26.82025
2593,271,51883,444,b'GALAXY',b'STARFORMING',0.07800369,566.8143,116.3738,35.35928,269.0849,19.45946,85.76627,61.99063,-20.38965,-9.706864
2594,271,51883,452,b'GALAXY',b'STARFORMING',0.07783984,219.7693,61.70423,26.24754,60.99956,8.998174,44.38359,32.27202,-25.66993,-7.03737
2595,272,51941,365,b'GALAXY',b'STARBURST',0.02165721,2386.451,690.1702,2251.291,184.5965,43.39595,237.3203,173.5499,-131.8532,-10.80068
2596,273,51957,458,b'GALAXY',b'STARBURST',0.09899052,626.941,192.3689,292.0198,95.71758,22.7709,117.2992,76.66457,-69.3515,-10.92319
2597,273,51957,517,b'GALAXY',b'STARFORMING',0.0558084,173.7873,59.92154,92.20143,27.84568,8.247201,46.55462,28.19915,-29.19213,-4.144312
2598,273,51957,583,b'GALAXY',b'AGN',0.06472252,463.023,117.4605,664.335,161.0074,34.45758,98.55892,81.23889,-22.40896,-7.204691
2599,274,51913,488,b'GALAXY',b'STARFORMING',0.05986328,317.6164,76.06808,18.031,129.6124,10.89656,52.49239,40.40384,-14.7978,-6.243966
2600,275,51910,76,b'GALAXY',b'STARFORMING',0.0942942,183.2719,45.05614,42.61349,116.6865,15.20596,54.66588,33.98991,-7.884042,-4.79957
2601,275,51910,450,b'GALAXY',b'STARFORMING',0.06694813,248.7894,44.07399,15.30142,100.3579,10.27553,40.76051,30.78873,-19.70391,-8.012796
2602,276,51909,153,b'GALAXY',b'STARFORMING',0.07498313,415.2907,92.44594,23.84633,161.9394,7.844594,65.8222,49.12964,-34.14924,-13.35951
2603,276,51909,220,b'GALAXY',b'',0.1285814,92.95783,20.34369,16.36675,70.75481,12.35387,25.16817,16.4081,-6.980225,-5.126203
2604,276,51909,341,b'GALAXY',b'STARFORMING',0.07604071,525.3193,96.42637,20.31145,288.2273,11.13957,68.67644,60.17636,-27.12592,-15.0756
2605,276,51909,481,b'GALAXY',b'STARFORMING',0.03930984,1023.217,254.8284,85.33289,405.5346,23.59929,207.2641,150.5364,-32.51433,-12.8653
2606,276,51909,562,b'GALAXY',b'STARFORMING',0.09781981,342.008,88.0359,30.2043,124.0999,10.98113,53.18275,44.15401,-29.55157,-10.68576
2607,277,51908,74,b'GALAXY',b'STARFORMING',0.08545451,360.6554,70.5079,49.13182,172.8688,19.07703,59.57393,51.79518,-16.01876,-7.590406
2608,278,51900,88,b'GALAXY',b'STARFORMING',0.1090076,599.9809,120.3256,31.62194,243.2959,17.86724,68.37995,61.93378,-21.80468,-8.927017
2609,278,51900,487,b'GALAXY',b'STARFORMING',0.01895006,176.9957,48.33878,50.51654,37.17252,10.58019,49.66393,33.98217,-19.69277,-4.056305
2610,278,51900,534,b'GALAXY',b'STARBURST',0.003313482,613.8416,229.7387,462.4743,23.33301,14.53839,73.96465,51.56308,-129.8336,-5.425494
2611,279,51984,8,b'GALAXY',b'STARFORMING',0.07376929,358.2259,94.06171,30.05239,113.5723,10.18726,71.57147,51.84321,-27.37925,-8.705765
2612,279,51608,176,b'GALAXY',b'STARFORMING',0.03949954,167.235,25.48355,18.19853,89.41068,7.160214,37.88069,26.05654,-22.02958,-11.21812
2613,279,51984,238,b'GALAXY',b'STARFORMING',0.0748634,178.3141,58.58989,52.62101,38.2299,6.46806,35.69144,27.74566,-41.47446,-8.855971
2614,279,51984,246,b'GALAXY',b'STARBURST',0.07034138,595.1937,185.5481,211.0292,131.0555,18.76228,109.6317,70.64304,-51.58266,-11.43726
2615,279,51984,301,b'GALAXY',b'STARFORMING',0.0745896,441.3878,99.08588,33.13423,200.8535,15.51544,78.82218,60.54718,-29.83677,-13.7579
2616,279,51984,465,b'GALAXY',b'STARFORMING',0.07655678,216.637,55.27078,15.55513,70.55112,6.875006,40.67154,20.54915,-27.34401,-9.04077
2617,279,51608,636,b'GALAXY',b'STARFORMING',0.1440054,295.4147,64.51704,30.56109,91.83801,12.66524,57.39159,35.18943,-37.40053,-12.58808
2618,280,51612,207,b'GALAXY',b'STARFORMING',0.07762502,292.502,86.43947,61.15229,83.79258,9.811975,58.03584,42.36888,-37.86269,-10.81675
2619,280,51612,355,b'GALAXY',b'STARFORMING',0.06333362,421.7718,86.25011,22.57042,147.0472,12.29668,69.29035,52.99429,-21.61701,-7.426506
2620,280,51612,446,b'GALAXY',b'STARBURST',0.0770128,595.7667,131.1712,55.55513,194.0577,15.74735,106.8747,73.68758,-44.43901,-14.51266
2621,281,51614,130,b'GALAXY',b'STARFORMING',0.1154405,202.6405,54.90024,17.80214,73.86193,8.080029,37.53331,26.12527,-20.17498,-8.297876
2622,281,51614,170,b'GALAXY',b'STARFORMING',0.06159716,960.0693,204.6484,63.98195,484.2356,24.77565,147.614,122.4572,-34.90728,-17.26836
